Category,Sub-Category,Item Name,Points,Found,Item ID,Shortened Item ID,Icon
Van,Delivery,DPD Red (National),1,FALSE,Van_Delivery_DPD Red (National),Van_Delivery_DPD Red (National),local_shipping
Van,Delivery,Evri/Hermes,1,FALSE,Van_Delivery_Evri/Hermes,Van_Delivery_Evri/Hermes,local_shipping
Van,Delivery,FedEx/UPS,3,FALSE,Van_Delivery_FedEx/UPS,Van_Delivery_FedEx/UPS,local_shipping
Van,Delivery,Gist,1,FALSE,Van_Delivery_Gist,Van_Delivery_Gist,local_shipping
Van,Delivery,Parcel Force,1,FALSE,Van_Delivery_Parcel Force,Van_Delivery_Parcel Force,local_shipping
Van,Delivery,Royal Mail,1,FALSE,Van_Delivery_Royal Mail,Van_Delivery_Royal Mail,local_shipping
Van,Delivery,Yodel,1,FALSE,Van_Delivery_Yodel,Van_Delivery_Yodel,local_shipping
Van,External,Blind Spot Take Care,2,FALSE,Van_External_Blind Spot Take Care,Van_External_Blind Spot Take Care,directions_car
Van,External,Bodyless,2,FALSE,Van_External_Bodyless,Van_External_Bodyless,directions_car
Van,External,Flammable Sign,1,FALSE,Van_External_Flammable Sign,Van_External_Flammable Sign,directions_car
Van,External,Union Jack on truck,1,FALSE,Van_External_Union Jack on truck,Van_External_Union Jack,directions_car
Van,Haulage & Logistics,A2B Online,1,FALSE,Van_Haulage & Logistics_A2B Online,Van_Haulage & Logistics_A2B Online,local_shipping
Van,Haulage & Logistics,AA,1,FALSE,Van_Haulage & Logistics_AA,Van_Haulage & Logistics_AA,auto_towing
Van,Haulage & Logistics,Best (Food Logistics),1,FALSE,Van_Haulage & Logistics_Best (Food Logistics),Van_Haulage & Logistics_Best,local_shipping
Van,Haulage & Logistics,Boughey,1,FALSE,Van_Haulage & Logistics_Boughey,Van_Haulage & Logistics_Boughey,local_shipping
Van,Haulage & Logistics,Brakes (Food Supplier),1,FALSE,Van_Haulage & Logistics_Brakes (Food Supplier),Van_Haulage & Logistics_Brakes,local_shipping
Van,Haulage & Logistics,Culina: Culina,1,FALSE,Van_Haulage & Logistics_Culina: Culina,Van_Haulage & Logistics_Culina: Culina,local_shipping
Van,Haulage & Logistics,Culina: Fowler Welch,1,FALSE,Van_Haulage & Logistics_Culina: Fowler Welch,Van_Haulage & Logistics_Culina: Fowler Welch,local_shipping
Van,Haulage & Logistics,Culina: Great Bear,1,FALSE,Van_Haulage & Logistics_Culina: Great Bear,Van_Haulage & Logistics_Culina: Great Bear,local_shipping
Van,Haulage & Logistics,Culina: Stobart,1,FALSE,Van_Haulage & Logistics_Culina: Stobart,Van_Haulage & Logistics_Culina: Stobart,local_shipping
Van,Haulage & Logistics,Culina: Warrens,1,FALSE,Van_Haulage & Logistics_Culina: Warrens,Van_Haulage & Logistics_Culina: Warrens,local_shipping
Van,Haulage & Logistics,DFDS,1,FALSE,Van_Haulage & Logistics_DFDS,Van_Haulage & Logistics_DFDS,local_shipping
Van,Haulage & Logistics,Discordia,2,FALSE,Van_Haulage & Logistics_Discordia,Van_Haulage & Logistics_Discordia,local_shipping
Van,Haulage & Logistics,Eddie Stobart (Original),1,FALSE,Van_Haulage & Logistics_Eddie Stobart (Original),Van_Haulage & Logistics_Eddie Stobart (Original),local_shipping
Van,Haulage & Logistics,Ellerman/YANG MING,2,FALSE,Van_Haulage & Logistics_Ellerman/YANG MING,Van_Haulage & Logistics_Ellerman/YANG MING,local_shipping
Van,Haulage & Logistics,Evergreen,2,FALSE,Van_Haulage & Logistics_Evergreen,Van_Haulage & Logistics_Evergreen,local_shipping
Van,Haulage & Logistics,FreshLinc Haulage,1,FALSE,Van_Haulage & Logistics_FreshLinc Haulage,Van_Haulage & Logistics_FreshLinc Haulage,local_shipping
Van,Haulage & Logistics,Gregory,1,FALSE,Van_Haulage & Logistics_Gregory,Van_Haulage & Logistics_Gregory,local_shipping
Van,Haulage & Logistics,GXO Logistics,1,FALSE,Van_Haulage & Logistics_GXO Logistics,Van_Haulage & Logistics_GXO Logistics,local_shipping
Van,Haulage & Logistics,H.Z. Logistics,1,FALSE,Van_Haulage & Logistics_H.Z. Logistics,Van_Haulage & Logistics_H.Z. Logistics,local_shipping
Van,Haulage & Logistics,Hapag-Lloyd (Orange/Blue),1,FALSE,Van_Haulage & Logistics_Hapag-Lloyd (Orange/Blue),Van_Haulage & Logistics_Hapag-Lloyd (Orange/Blue),local_shipping
Van,Haulage & Logistics,Hapag-Lloyd (White/Blue),1,FALSE,Van_Haulage & Logistics_Hapag-Lloyd (White/Blue),Van_Haulage & Logistics_Hapag-Lloyd (White/Blue),local_shipping
Van,Haulage & Logistics,Heidelberg Materials,3,FALSE,Van_Haulage & Logistics_Heidelberg Materials,Van_Haulage & Logistics_Heidelberg Materials,local_shipping
Van,Haulage & Logistics,Lenham Storage,1,FALSE,Van_Haulage & Logistics_Lenham Storage,Van_Haulage & Logistics_Lenham Storage,local_shipping
Van,Haulage & Logistics,MAERSK,1,FALSE,Van_Haulage & Logistics_MAERSK,Van_Haulage & Logistics_MAERSK,local_shipping
Van,Haulage & Logistics,Maritime,1,FALSE,Van_Haulage & Logistics_Maritime,Van_Haulage & Logistics_Maritime,local_shipping
Van,Haulage & Logistics,Moran Logistics,1,FALSE,Van_Haulage & Logistics_Moran Logistics,Van_Haulage & Logistics_Moran Logistics,local_shipping
Van,Haulage & Logistics,MSC,1,FALSE,Van_Haulage & Logistics_MSC,Van_Haulage & Logistics_MSC,local_shipping
Van,Haulage & Logistics,Nicholls Transport,1,FALSE,Van_Haulage & Logistics_Nicholls Transport,Van_Haulage & Logistics_Nicholls Transport,local_shipping
Van,Haulage & Logistics,Owens,1,FALSE,Van_Haulage & Logistics_Owens,Van_Haulage & Logistics_Owens,local_shipping
Van,Haulage & Logistics,Petrol Tanker,1,FALSE,Van_Haulage & Logistics_Petrol Tanker,Van_Haulage & Logistics_Petrol Tanker,local_shipping
Van,Haulage & Logistics,Power (Electric/Gas),1,FALSE,Van_Haulage & Logistics_Power (Electric/Gas),Van_Haulage & Logistics_Electric/Gas,local_shipping
Van,Haulage & Logistics,PrimaFrio,1,FALSE,Van_Haulage & Logistics_PrimaFrio,Van_Haulage & Logistics_PrimaFrio,local_shipping
Van,Haulage & Logistics,RAC,1,FALSE,Van_Haulage & Logistics_RAC,Van_Haulage & Logistics_RAC,auto_towing
Van,Haulage & Logistics,RB (Reed Boardall),1,FALSE,Van_Haulage & Logistics_RB (Reed Boardall),Van_Haulage & Logistics_RB (Reed Boardall),local_shipping
Van,Haulage & Logistics,Reynolds,1,FALSE,Van_Haulage & Logistics_Reynolds,Van_Haulage & Logistics_Reynolds,local_shipping
Van,Haulage & Logistics,ROMAC,1,FALSE,Van_Haulage & Logistics_ROMAC,Van_Haulage & Logistics_ROMAC,local_shipping
Van,Haulage & Logistics,SITRA,1,FALSE,Van_Haulage & Logistics_SITRA,Van_Haulage & Logistics_SITRA,local_shipping
Van,Haulage & Logistics,Turners Transport,1,FALSE,Van_Haulage & Logistics_Turners Transport,Van_Haulage & Logistics_Turners Transport,local_shipping
Van,Haulage & Logistics,Waberer’s,1,FALSE,Van_Haulage & Logistics_Waberer’s,Van_Haulage & Logistics_Waberer’s,local_shipping
Van,Haulage & Logistics,Water Company,1,FALSE,Van_Haulage & Logistics_Water Company,Van_Haulage & Logistics_Water,local_shipping
Van,Haulage & Logistics,Weaver,1,FALSE,Van_Haulage & Logistics_Weaver,Van_Haulage & Logistics_Weaver,local_shipping
Van,Haulage & Logistics,Whistl,1,FALSE,Van_Haulage & Logistics_Whistl,Van_Haulage & Logistics_Whistl,local_shipping
Van,Haulage & Logistics,XPO Logistics,1,FALSE,Van_Haulage & Logistics_XPO Logistics,Van_Haulage & Logistics_XPO Logistics,local_shipping
Van,Model,DAF,1,FALSE,Van_Model_DAF,Van_Model_DAF,badge
Van,Model,IVECO,1,FALSE,Van_Model_IVECO,Van_Model_IVECO,badge
Van,Model,KRONE,1,FALSE,Van_Model_KRONE,Van_Model_KRONE,badge
Van,Model,LAWRENCE DAVID,1,FALSE,Van_Model_LAWRENCE DAVID,Van_Model_LAWRENCE DAVID,badge
Van,Model,MAN,1,FALSE,Van_Model_MAN,Van_Model_MAN,badge
Van,Model,MERCEDES-BENZ,1,FALSE,Van_Model_MERCEDES-BENZ,Van_Model_MERCEDES-BENZ,badge
Van,Model,SCANIA,1,FALSE,Van_Model_SCANIA,Van_Model_SCANIA,badge
Van,Model,SCHMITZ,1,FALSE,Van_Model_SCHMITZ,Van_Model_SCHMITZ,badge
Van,Model,VOLVO,1,FALSE,Van_Model_VOLVO,Van_Model_VOLVO,badge
Van,Retail,Amazon Prime,1,FALSE,Van_Retail_Amazon Prime,Van_Retail_Amazon Prime,shopping_bag
Van,Retail,Argos,2,FALSE,Van_Retail_Argos,Van_Retail_Argos,shopping_bag
Van,Retail,Arla,2,FALSE,Van_Retail_Arla,Van_Retail_Arla,shopping_bag
Van,Retail,B&M,1,FALSE,Van_Retail_B&M,Van_Retail_B&M,shopping_bag
Van,Retail,B&Q,1,FALSE,Van_Retail_B&Q,Van_Retail_B&Q,shopping_bag
Van,Retail,COSTCO,2,FALSE,Van_Retail_COSTCO,Van_Retail_COSTCO,shopping_bag
Van,Retail,Crisps/Biscuits,1,FALSE,Van_Retail_Crisps/Biscuits,Van_Retail_Crisps/Biscuits,shopping_bag
Van,Retail,Downton/Heygates,3,FALSE,Van_Retail_Downton/Heygates,Van_Retail_Downton/Heygates,shopping_bag
Van,Retail,Enterprise,1,FALSE,Van_Retail_Enterprise,Van_Retail_Enterprise,shopping_bag
Van,Retail,Fast Food Truck,1,FALSE,Van_Retail_Fast Food Truck,Van_Retail_Fast Food Truck,shopping_bag
Van,Retail,Greggs,1,FALSE,Van_Retail_Greggs,Van_Retail_Greggs,shopping_bag
Van,Retail,Home Bargains,1,FALSE,Van_Retail_Home Bargains,Van_Retail_Home Bargains,shopping_bag
Van,Retail,Hovis,1,FALSE,Van_Retail_Hovis,Van_Retail_Hovis,shopping_bag
Van,Retail,John Lewis,1,FALSE,Van_Retail_John Lewis,Van_Retail_John Lewis,shopping_bag
Van,Retail,Kingsmill,1,FALSE,Van_Retail_Kingsmill,Van_Retail_Kingsmill,shopping_bag
Van,Retail,Menzies,1,FALSE,Van_Retail_Menzies,Van_Retail_Menzies,shopping_bag
Van,Retail,Müller,1,FALSE,Van_Retail_Müller,Van_Retail_Müller,shopping_bag
Van,Retail,Next,1,FALSE,Van_Retail_Next,Van_Retail_Next,shopping_bag
Van,Retail,Oakland,3,FALSE,Van_Retail_Oakland,Van_Retail_Oakland,shopping_bag
Van,Retail,Poundland,1,FALSE,Van_Retail_Poundland,Van_Retail_Poundland,shopping_bag
Van,Retail,Samworth Brothers,1,FALSE,Van_Retail_Samworth Brothers,Van_Retail_Samworth Brothers,shopping_bag
Van,Retail,TK Maxx,1,FALSE,Van_Retail_TK Maxx,Van_Retail_TK Maxx,shopping_bag
Van,Retail,Warburtons,1,FALSE,Van_Retail_Warburtons,Van_Retail_Warburtons,shopping_bag
Van,Supermarket,Aldi,1,FALSE,Van_Supermarket_Aldi,Van_Supermarket_Aldi,shopping_cart
Van,Supermarket,ASDA,1,FALSE,Van_Supermarket_ASDA,Van_Supermarket_ASDA,shopping_cart
Van,Supermarket,Co-Op,2,FALSE,Van_Supermarket_Co-Op,Van_Supermarket_Co-Op,shopping_cart
Van,Supermarket,Iceland,1,FALSE,Van_Supermarket_Iceland,Van_Supermarket_Iceland,shopping_cart
Van,Supermarket,Lidl,1,FALSE,Van_Supermarket_Lidl,Van_Supermarket_Lidl,shopping_cart
Van,Supermarket,Marks & Spencer,1,FALSE,Van_Supermarket_Marks & Spencer,Van_Supermarket_Marks & Spencer,shopping_cart
Van,Supermarket,Morrisons,1,FALSE,Van_Supermarket_Morrisons,Van_Supermarket_Morrisons,shopping_cart
Van,Supermarket,Ocado,1,FALSE,Van_Supermarket_Ocado,Van_Supermarket_Ocado,shopping_cart
Van,Supermarket,Sainsbury’s,1,FALSE,Van_Supermarket_Sainsbury’s,Van_Supermarket_Sainsbury’s,shopping_cart
Van,Supermarket,TESCO,1,FALSE,Van_Supermarket_TESCO,Van_Supermarket_TESCO,shopping_cart
Van,Supermarket,Waitrose,1,FALSE,Van_Supermarket_Waitrose,Van_Supermarket_Waitrose,shopping_cart
Vehicle - Other,Bus & Coaches,Coach (Flixbus),2,FALSE,Vehicle - Other_Bus & Coaches_Coach (Flixbus),Vehicle - Other_Bus & Coaches_Coach (Flixbus),airport_shuttle
Vehicle - Other,Bus & Coaches,Coach (National Express),1,FALSE,Vehicle - Other_Bus & Coaches_Coach (National Express),Vehicle - Other_Bus & Coaches_Coach (National Express),airport_shuttle
Vehicle - Other,Bus & Coaches,Coach (Other),1,FALSE,Vehicle - Other_Bus & Coaches_Coach (Other),Vehicle - Other_Bus & Coaches_Coach (Other),airport_shuttle
Vehicle - Other,Bus & Coaches,Double Decker Bus,1,FALSE,Vehicle - Other_Bus & Coaches_Double Decker Bus,Vehicle - Other_Bus & Coaches_Double Decker Bus,airport_shuttle
Vehicle - Other,Bus & Coaches,Single Decker Bus,1,FALSE,Vehicle - Other_Bus & Coaches_Single Decker Bus,Vehicle - Other_Bus & Coaches_Single Decker Bus,airport_shuttle
Vehicle - Other,Car Transporters,Empty,1,FALSE,Vehicle - Other_Car Transporters_Empty,Vehicle - Other_Car Transporters_Empty,traffic_jam
Vehicle - Other,Car Transporters,Full,1,FALSE,Vehicle - Other_Car Transporters_Full,Vehicle - Other_Car Transporters_Full,traffic_jam
Vehicle - Other,Car Transporters,Single,1,FALSE,Vehicle - Other_Car Transporters_Single,Vehicle - Other_Car Transporters_Single,traffic_jam
Vehicle - Other,Cyclists,Cyclist with a helmet,1,FALSE,Vehicle - Other_Cyclists_Cyclist with a helmet,Vehicle - Other_Cyclists_Cyclist helmet,pedal_bike
Vehicle - Other,Cyclists,Cyclist without a helmet,1,FALSE,Vehicle - Other_Cyclists_Cyclist without a helmet,Vehicle - Other_Cyclists_Cyclist helmet,pedal_bike
Vehicle - Other,Cyclists,Electric Bike/Scooter,2,FALSE,Vehicle - Other_Cyclists_Electric Bike/Scooter,Vehicle - Other_Cyclists_Electric Bike/Scooter,pedal_bike
Vehicle - Other,Emergency Vehicles,Ambulance,1,FALSE,Vehicle - Other_Emergency Vehicles_Ambulance,Vehicle - Other_Emergency Vehicles_Ambulance,emergency
Vehicle - Other,Emergency Vehicles,Fire Engine,3,FALSE,Vehicle - Other_Emergency Vehicles_Fire Engine,Vehicle - Other_Emergency Vehicles_Fire Engine,emergency
Vehicle - Other,Emergency Vehicles,Highway Maintenance,2,FALSE,Vehicle - Other_Emergency Vehicles_Highway Maintenance,Vehicle - Other_Emergency Vehicles_Highway Maintenance,emergency
Vehicle - Other,Emergency Vehicles,Police Car,2,FALSE,Vehicle - Other_Emergency Vehicles_Police Car,Vehicle - Other_Emergency Vehicles_Police Car,emergency
Vehicle - Other,Emergency Vehicles,Traffic Patrol,2,FALSE,Vehicle - Other_Emergency Vehicles_Traffic Patrol,Vehicle - Other_Emergency Vehicles_Traffic Patrol,emergency
Vehicle - Other,Flying Vehicles,Commercial Aeroplane,2,FALSE,Vehicle - Other_Flying Vehicles_Commercial Aeroplane,Vehicle - Other_Flying Vehicles_Commercial Aeroplane,flight
Vehicle - Other,Flying Vehicles,Other Non-Commercial,3,FALSE,Vehicle - Other_Flying Vehicles_Other Non-Commercial,Vehicle - Other_Flying Vehicles_Other Non-Commercial,flight
Vehicle - Other,Misc,Boat/Canoe/Kayak,2,FALSE,Vehicle - Other_Misc_Boat/Canoe/Kayak,Vehicle - Other_Misc_Boat,commute
Vehicle - Other,Misc,Broken down vehicle,1,FALSE,Vehicle - Other_Misc_Broken down vehicle,Vehicle - Other_Misc_Broken down,commute
Vehicle - Other,Misc,Caravan,1,FALSE,Vehicle - Other_Misc_Caravan,Vehicle - Other_Misc_Caravan,commute
Vehicle - Other,Misc,Construction Vehicle,1,FALSE,Vehicle - Other_Misc_Construction Vehicle,Vehicle - Other_Misc_Construction Vehicle,commute
Vehicle - Other,Misc,Farm vehicle,1,FALSE,Vehicle - Other_Misc_Farm vehicle,Vehicle - Other_Misc_Farm vehicle,commute
Vehicle - Other,Misc,Horse Box/Transporter,1,FALSE,Vehicle - Other_Misc_Horse Box/Transporter,Vehicle - Other_Misc_Horse Box,commute
Vehicle - Other,Misc,Motorhome,1,FALSE,Vehicle - Other_Misc_Motorhome,Vehicle - Other_Misc_Motorhome,commute
Vehicle - Other,Misc,Pram,2,FALSE,Vehicle - Other_Misc_Pram,Vehicle - Other_Misc_Pram,commute
Vehicle - Other,Misc,Taxi (regular),1,FALSE,Vehicle - Other_Misc_Taxi (regular),Vehicle - Other_Misc_Taxi (regular),commute
Vehicle - Other,Misc,Taxi (sign on top),1,FALSE,Vehicle - Other_Misc_Taxi (sign on top),Vehicle - Other_Misc_Taxi (sign on top),commute
Vehicle - Other,Misc,Train,3,FALSE,Vehicle - Other_Misc_Train,Vehicle - Other_Misc_Train,commute
Vehicle - Other,Misc,Train Track,2,FALSE,Vehicle - Other_Misc_Train Track,Vehicle - Other_Misc_Train Track,commute
Vehicle - Other,Motorcycles,Bike: Black,1,FALSE,Vehicle - Other_Motorcycles_Bike: Black,Vehicle - Other_Motorcycles_Bike: Black,two_wheeler
Vehicle - Other,Motorcycles,Bike: Blue,2,FALSE,Vehicle - Other_Motorcycles_Bike: Blue,Vehicle - Other_Motorcycles_Bike: Blue,two_wheeler
Vehicle - Other,Motorcycles,Bike: Other,2,FALSE,Vehicle - Other_Motorcycles_Bike: Other,Vehicle - Other_Motorcycles_Bike: Other,two_wheeler
Vehicle - Other,Motorcycles,Bike: Red,2,FALSE,Vehicle - Other_Motorcycles_Bike: Red,Vehicle - Other_Motorcycles_Bike: Red,two_wheeler
Vehicle - Other,Motorcycles,Bike: Tandem,3,FALSE,Vehicle - Other_Motorcycles_Bike: Tandem,Vehicle - Other_Motorcycles_Bike: Tandem,two_wheeler
Vehicle - Other,Motorcycles,Helmet: Black,1,FALSE,Vehicle - Other_Motorcycles_Helmet: Black,Vehicle - Other_Motorcycles_Helmet: Black,sports_motorsports
Vehicle - Other,Motorcycles,Helmet: Other,1,FALSE,Vehicle - Other_Motorcycles_Helmet: Other,Vehicle - Other_Motorcycles_Helmet: Other,sports_motorsports
Vehicle - Other,Motorcycles,Helmet: White,1,FALSE,Vehicle - Other_Motorcycles_Helmet: White,Vehicle - Other_Motorcycles_Helmet: White,sports_motorsports
